px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-1.19727	11.0187	4.97272	4.30922	0.17271	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.58257
-1.28203	10.7704	5.12612	4.33288	0.200169	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.49374
-1.41872	10.5117	5.20461	4.32577	0.178476	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.879422
-1.51776	10.2454	5.32397	4.34098	0.190914	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.10568
-1.60898	10.0364	5.25479	4.34804	0.189286	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	2.14572
-1.69433	9.80944	5.16235	4.35579	0.18387	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.628574
-1.76241	9.59324	5.09676	4.37161	0.192907	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.842482
-1.88516	9.33557	5.24365	4.36959	0.183346	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.41051
-1.97226	9.03679	5.33046	4.38415	0.188076	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	3.82291
-2.05107	8.81902	5.17153	4.38748	0.174295	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	2.026
-2.14817	8.56674	5.20047	4.39006	0.166491	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.093653
-2.28475	8.30733	5.27396	4.3746	0.135989	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.61906
-2.31952	8.08145	5.17854	4.40223	0.162458	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.986795
-2.3695	7.87618	5.05414	4.41786	0.171426	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.45589
-2.49037	7.62165	5.12899	4.40612	0.145968	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.757757
-2.65042	7.38591	5.07248	4.36691	0.0763902	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.27605
-2.75857	7.12958	5.1295	4.36223	0.0652716	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.354933
-2.81513	6.89811	5.14291	4.38417	0.0965015	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.75489
-2.84365	6.7021	4.99146	4.40864	0.122078	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.2351
-2.88739	6.49287	4.7945	4.41763	0.115079	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	3.16562
-2.94386	6.26039	4.78529	4.42919	0.121986	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.146611
-3.07126	6.00563	4.93767	4.41248	0.0966654	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.13694
-3.16636	5.72229	5.05463	4.41066	0.0865872	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	2.0485
-3.27599	5.47489	5.01226	4.38989	0.0416791	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.28188
-3.38153	5.20712	5.10476	4.38268	0.0293735	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.762885
-3.44896	4.9615	5.13116	4.39587	0.0500831	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.236838
-3.57834	4.66854	5.29937	4.38108	0.0282639	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.13053
-3.68971	4.41306	5.27181	4.36081	-0.0142442	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.09273
-3.83535	4.1287	5.42988	4.34128	-0.0364051	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.07868
-3.90911	3.89213	5.39589	4.35666	-0.00317393	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.42568
-3.97325	3.67007	5.28206	4.36473	0.00583027	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.913327
-4.06374	3.47848	5.11807	4.35095	-0.0230429	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.11401
-4.15471	3.23506	5.1286	4.35013	-0.0226839	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.0139591
-4.27483	2.97345	5.20529	4.33391	-0.0506476	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.765295
-4.36992	2.69164	5.30089	4.33645	-0.0447211	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.23479
-4.45435	2.44431	5.28863	4.34313	-0.0280239	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.211514
-4.56344	2.17125	5.37492	4.34099	-0.0275341	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.508829
-4.67106	1.94291	5.33799	4.3166	-0.0811978	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.06707
-4.79268	1.65665	5.46646	4.31331	-0.077398	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.19862
-4.91613	1.40345	5.50541	4.29838	-0.0992806	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.335398
-4.96913	1.18708	5.33976	4.30369	-0.0937659	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	5.41009
-5.05936	0.985983	5.19548	4.29903	-0.091922	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.17233
-5.11549	0.767202	5.08947	4.30416	-0.0855383	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.77966
-5.216	0.450976	5.32424	4.31276	-0.0718543	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.45606
-5.28905	0.217215	5.26204	4.31537	-0.0674549	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.5424
-5.39801	-0.00861737	5.17337	4.31551	-0.0496055	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	30.316
-5.46693	-0.240349	5.12659	4.32037	-0.0432586	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.51496
-5.58571	-0.406948	5.01342	4.29036	-0.0892294	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.36291
-5.71913	-0.58151	4.91692	4.26334	-0.119859	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	2.12875
-5.8353	-0.822869	5.10545	4.2456	-0.153267	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.59876
-5.93354	-1.10793	5.21837	4.25873	-0.123228	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.737
-6.0224	-1.38731	5.29184	4.27347	-0.0938151	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.8439
-6.16197	-1.59241	5.24002	4.2509	-0.117916	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.10847
-6.30406	-1.84548	5.46363	4.22906	-0.1547	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	3.14569
-6.41378	-2.10307	5.48388	4.23166	-0.141048	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.375113
-6.56315	-2.29982	5.35058	4.20818	-0.158999	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.50731
-6.71479	-2.50615	5.31203	4.18526	-0.179273	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.581681
-6.86984	-2.71902	5.30607	4.16435	-0.195713	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.12404
-6.96284	-2.99613	5.36872	4.18483	-0.155157	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.23343
-7.09081	-3.21656	5.27516	4.17984	-0.147386	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.371329
-7.21561	-3.4015	5.18974	4.1627	-0.162979	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.52665
-7.36162	-3.65583	5.25478	4.16205	-0.150583	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.35556
-7.52087	-3.77627	5.08716	4.11559	-0.205753	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.93894
-7.66596	-3.9862	5.13745	4.10311	-0.211205	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.509151
-7.82035	-4.21895	5.18268	4.0977	-0.203183	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.535752
-7.97153	-4.43817	5.18495	4.0904	-0.198388	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.395409
-8.13349	-4.68157	5.24974	4.08799	-0.186895	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.19113
-8.27352	-4.87594	5.0482	4.08297	-0.17475	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.07245
-8.40308	-5.09252	5.05188	4.0851	-0.160818	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.277454
-8.55219	-5.24701	4.88924	4.06333	-0.176641	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.02821
-8.73885	-5.44623	4.93362	4.04337	-0.189643	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.91851
-8.90054	-5.64096	4.95247	4.03166	-0.192495	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.264943
-9.05437	-5.82607	4.94025	4.02074	-0.194396	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.0519105
-9.19533	-5.97127	4.78464	4.00343	-0.203453	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.08012
-9.36745	-6.06587	4.67397	3.95824	-0.249807	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	3.64747
-9.54667	-6.2491	4.76688	3.94364	-0.252891	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	1.28539
-9.68389	-6.46398	4.79767	3.95682	-0.219945	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.823953
-9.90974	-6.62745	4.97568	3.9196	-0.255001	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	7.14854
-10.1143	-6.79896	5.00316	3.8973	-0.266399	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.723193
-10.301	-6.95982	5.03569	3.87889	-0.273647	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.777638
-10.5338	-7.15049	5.11887	3.85874	-0.280241	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.79843
-10.7406	-7.28974	5.10383	3.83017	-0.298842	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.70908
-10.9903	-7.45942	5.17917	3.80225	-0.313712	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.50582
-11.1774	-7.59519	5.04924	3.78411	-0.316911	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.41202
-11.3228	-7.75102	4.98158	3.78824	-0.293177	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.14258
-11.5175	-7.87537	4.92747	3.76571	-0.303297	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.67984
-11.6934	-7.97838	4.85194	3.74265	-0.314106	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	2.78261
-11.8831	-8.08953	4.69834	3.72008	-0.322927	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.05458
-12.0938	-8.17883	4.67927	3.68525	-0.346154	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.513001
-12.3273	-8.30893	4.93969	3.66515	-0.348151	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.93498
-12.5307	-8.39191	4.88809	3.63514	-0.364239	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	1.56776
-12.7319	-8.47741	4.71958	3.60749	-0.377462	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.45402
-13.0135	-8.56942	4.81627	3.56507	-0.405358	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.50999
-13.2686	-8.66903	4.96144	3.53894	-0.41066	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.73734
-13.4896	-8.71804	4.91649	3.5014	-0.431992	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	1.71374
-13.6976	-8.76078	4.70004	3.46321	-0.456314	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.3502
-13.923	-8.87282	4.72745	3.45776	-0.434813	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	1.09669
-14.1857	-8.95963	4.98384	3.44006	-0.42501	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.79175
-14.4109	-9.07676	4.9845	3.4425	-0.396077	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.776932
-14.6379	-9.1476	4.90017	3.42297	-0.397492	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.406752
-14.9293	-9.14485	4.96699	3.36137	-0.447992	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.87011
-15.1919	-9.21544	5.00774	3.34396	-0.441799	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.48436
-15.4591	-9.33556	5.06924	3.35096	-0.406262	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.28786
-15.6952	-9.36883	4.89264	3.31978	-0.424893	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	1.95305
-15.9509	-9.45447	4.93002	3.31663	-0.402939	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.11004
-16.1984	-9.46818	4.87003	3.28127	-0.423839	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.04137
-16.4474	-9.46041	4.87788	3.24115	-0.446694	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.53462
-16.6565	-9.46896	4.77578	3.21581	-0.452165	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	4.83975
-16.9446	-9.44789	4.86585	3.17022	-0.479867	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.68131
-17.1998	-9.50631	4.97551	3.17468	-0.440617	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.95271
-17.4626	-9.52314	5.00206	3.15642	-0.436156	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.499162
-17.7184	-9.51511	4.94898	3.12654	-0.449678	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.66127
-17.9741	-9.48037	4.96964	3.09034	-0.466165	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.217134
-18.2134	-9.44881	4.89185	3.0566	-0.482994	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.55322
-18.4043	-9.49993	4.77365	3.07076	-0.436811	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	1.93057
-18.6409	-9.48911	4.85503	3.05781	-0.420739	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.7963
-18.8925	-9.47601	4.87152	3.04083	-0.416005	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.286104
-19.1223	-9.43875	4.90186	3.01882	-0.4139	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.86592
-19.3767	-9.31079	4.96142	2.95365	-0.467184	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	3.1287
-19.6068	-9.23881	4.8689	2.91448	-0.492753	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.13593
-19.866	-9.10687	4.95206	2.85549	-0.533889	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.38374
-20.1067	-9.00123	4.99016	2.81466	-0.549878	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.92841
-20.2542	-9.15832	4.65542	2.89476	-0.421788	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	13.9772
-20.4934	-9.11945	4.72249	2.88685	-0.402084	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.64814
-20.7199	-9.01461	4.75121	2.84737	-0.425059	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.792003
-20.9632	-8.93492	4.76842	2.82127	-0.433147	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.58022
-21.1567	-8.8675	4.70174	2.80312	-0.428374	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.03313
-21.3894	-8.78406	4.69557	2.77844	-0.435624	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.98949
-21.5754	-8.76422	4.5794	2.78468	-0.401723	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.1695
-21.7583	-8.64179	4.41324	2.73323	-0.452351	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	5.91278
-21.9617	-8.55675	4.41285	2.71305	-0.44952	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.0276786
-22.1725	-8.45299	4.52149	2.69403	-0.437253	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.28423
-22.4131	-8.33869	4.605	2.66917	-0.441687	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.58644
-22.5999	-8.23319	4.53705	2.6426	-0.450928	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.746348
-22.8613	-7.95659	4.8349	2.55345	-0.530607	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	6.72822
-23.0493	-7.81192	4.71855	2.50817	-0.569632	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.45758
-23.2866	-7.61861	4.87011	2.46475	-0.58781	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.28883
-23.4902	-7.47071	4.96986	2.45306	-0.552338	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.7047
-23.6518	-7.33609	4.88572	2.4314	-0.545133	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.739511
-23.8463	-7.16752	4.94207	2.40731	-0.536813	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.856907
-23.9965	-7.09768	4.73898	2.412	-0.500336	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.1409
-24.1649	-6.91557	4.73533	2.37369	-0.52083	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.97201
-24.3366	-6.6407	4.91724	2.30916	-0.565278	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.1294
-24.5034	-6.4646	4.86927	2.27735	-0.579371	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.49912
-24.5888	-6.35322	4.63462	2.2593	-0.565456	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.18373
-24.7288	-6.16913	4.63922	2.22994	-0.565324	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.304669
-24.9182	-5.94694	4.77714	2.20165	-0.56642	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.89499
-25.0502	-5.73958	4.80471	2.17038	-0.566289	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.8476
-25.1797	-5.57666	4.72972	2.15264	-0.554093	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.318456
-25.3344	-5.38713	4.79268	2.1455	-0.516653	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.31658
-25.4835	-5.14986	4.88834	2.11573	-0.521724	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.600318
-25.6138	-4.9745	4.87464	2.11319	-0.477758	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.28731
-25.7245	-4.81566	4.75558	2.09956	-0.465534	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.562236
-25.846	-4.60674	4.78014	2.08023	-0.456378	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.187928
-25.9632	-4.34915	4.88257	2.04626	-0.46959	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.482068
-26.0716	-4.12854	4.81087	2.0019	-0.522825	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.1851
-26.1682	-3.82472	4.98908	1.95567	-0.546382	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.62338
-26.242	-3.58443	4.94287	1.90388	-0.600034	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.47909
-26.2697	-3.32034	4.96405	1.85259	-0.62299	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.22551
-26.3197	-3.07246	4.95783	1.80705	-0.650912	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.430316
-26.3404	-2.85283	4.88211	1.76777	-0.65801	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.52997
-26.3978	-2.63107	4.85295	1.74664	-0.638416	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.4919
-26.4679	-2.51548	4.58265	1.74215	-0.610009	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.61677
-26.5229	-2.28466	4.61357	1.726	-0.581607	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.11571
-26.5714	-2.09801	4.52363	1.70717	-0.570856	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	0.886645
-26.6022	-1.8672	4.54773	1.68832	-0.546166	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.08963
-26.602	-1.60259	4.62921	1.64907	-0.558904	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.29292
-26.5988	-1.38216	4.59523	1.60684	-0.587595	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.57361
-26.6031	-1.14896	4.60386	1.57703	-0.58804	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0032961
-26.6322	-0.93301	4.57646	1.56254	-0.567941	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.09934
-26.6449	-0.662912	4.68125	1.53911	-0.562229	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.763616
-26.6323	-0.418726	4.71446	1.50052	-0.588238	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.30486
-26.5881	-0.0928544	4.93351	1.46085	-0.598105	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.58861
-26.5685	0.152816	4.94161	1.43194	-0.602075	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.75612
-26.5445	0.4643	5.10512	1.40796	-0.594513	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.18866
-26.5327	0.707651	5.06491	1.40033	-0.554725	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.86761
-26.5245	0.994354	5.15228	1.38771	-0.538421	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	2.51966
-26.486	1.26963	5.17792	1.38197	-0.48923	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	6.79664
-26.4296	1.48558	5.08818	1.35368	-0.493829	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.334384
-26.3911	1.69544	4.97724	1.34004	-0.471268	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.65947
-26.3379	1.88264	4.84516	1.31473	-0.473985	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.598494
-26.2699	2.11129	4.84362	1.28582	-0.485423	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.261316
-26.2103	2.28279	4.69649	1.25991	-0.488242	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.778228
-26.148	2.50036	4.65291	1.24733	-0.462003	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.717439
-26.0686	2.75254	4.73114	1.22676	-0.458599	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.212187
-25.974	2.97544	4.7865	1.18543	-0.501881	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.90049
-25.8679	3.28031	4.99065	1.16677	-0.492881	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.46155
-25.7844	3.51375	4.9947	1.14818	-0.487312	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.12774
-25.6805	3.7017	4.90553	1.11837	-0.494182	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.319082
-25.5645	3.90648	4.88532	1.08714	-0.504991	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.13923
-25.5019	4.06629	4.7219	1.06979	-0.498966	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.66659
-25.38	4.26228	4.71189	1.03967	-0.507079	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.573196
-25.2169	4.49622	4.81771	1.00737	-0.512777	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.14878
-25.0676	4.68771	4.76506	0.982174	-0.498429	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.93978
-24.9503	4.88029	4.741	0.961702	-0.49413	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.394664
-24.7947	5.06882	4.745	0.931258	-0.498937	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.31486
-24.6222	5.2984	4.85981	0.907469	-0.495468	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	1.00268
-24.4493	5.48094	4.92291	0.865788	-0.528085	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.863825
-24.2611	5.65465	4.92827	0.828722	-0.539365	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.21362
-24.0964	5.81461	4.91976	0.792879	-0.557797	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.15708
-23.9228	5.97216	4.88866	0.760947	-0.562847	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0573146
-23.7831	6.14583	4.69212	0.764139	-0.497788	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.51134
-23.6189	6.29894	4.67029	0.738792	-0.498841	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0490385
-23.4734	6.45959	4.58475	0.729391	-0.471603	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.56472
-23.2369	6.71484	4.8562	0.723981	-0.445142	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.58122
-23.0441	6.84961	4.79824	0.694962	-0.447473	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.49528
-22.8269	7.03221	4.89616	0.675636	-0.441878	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.99002
-22.6141	7.16925	4.93632	0.639998	-0.463138	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.54407
